	Word	PoS	FrSp		LogLike	FrWr
	operating	NoC	10	-	208.3	33
	beginning	Verb	25	-	208.3	56
	listening	Verb	62	+	208.2	31
	Yorkshire	NoP	74	+	208.2	40
	controversy	NoC	4	-	208.0	21
	negotiations	NoC	14	-	207.9	39
	£5	NoC	0	-	207.8	11
	vertical	Adj	3	-	207.6	19
	harbour	NoC	3	-	207.6	20
	occasion	NoC	25	-	207.5	56
	acting	Verb	17	-	207.4	44
	humour	NoC	5	-	207.3	24
	healthy	Adj	13	-	207.3	38
	coke	NoC	19	+	207.3	5
	urban	Adj	26	-	207.2	57
	cast	Verb	10	-	207.2	32
	Athelstan	NoP	0	-	207.2	11
	requiring	Verb	3	-	207.0	20
	92	Num	0	-	206.9	11
	Bicester	NoP	11	+	206.8	1
	solutions	NoC	7	-	206.8	28
	medieval	Adj	7	-	206.8	27
	will	NoC	29	-	206.7	61
	deaths	NoC	7	-	206.6	27
	pride	NoC	8	-	206.6	29
	feminist	Adj	2	-	206.4	16
	GDP	NoC	0	-	206.3	11
	slipped	Verb	7	-	206.2	28
	yourselves	Pron	18	+	206.0	4
	delight	NoC	3	-	205.9	20
	equity	NoC	4	-	205.9	21
	joint	Adj	33	-	205.9	68
	Shah	NoP	0	-	205.9	11
	E. / e.	Lett	10	+	205.7	1
	1955	Num	0	-	205.5	11
	ridge	NoC	1	-	205.4	14
	heavy	Adj	56	-	205.4	99
	fiscal	Adj	1	-	205.3	15
	large-scale	Adj	0	-	205.3	13
	creature	NoC	4	-	205.2	20
	pulled	Verb	37	-	205.1	73
	Clark	NoP	3	-	205.1	19
	advice	NoC	64	-	204.9	109
	titles	NoC	5	-	204.8	23
	interior	Adj	1	-	204.7	15
	Israeli	Adj	2	-	204.7	16
	judges	NoC	7	-	204.7	27
	loved	Verb	21	-	204.6	49
	lover	NoC	3	-	204.5	19
	show	NoC	51	-	204.4	92
	greeted	Verb	2	-	204.3	16
	proposed	Verb	20	-	204.3	48
	separate	Adj	43	-	204.2	80
	winner	NoC	11	-	204.1	34
	north-west	NoC	0	-	203.9	11
	visit	Verb	24	-	203.8	54
	risks	NoC	7	-	203.7	27
	deputy	NoC	16	-	203.7	41
	treasury	NoC	8	-	203.7	28
	armed	Adj	14	-	203.6	39
	silk	NoC	5	-	203.5	24
	sons	NoC	13	-	203.4	37
	serum	NoC	1	-	203.3	15
	championships	NoC	2	-	203.3	17
	liable	Adj	6	-	203.2	24
	Hungary	NoP	2	-	203.1	16
	Harriet	NoP	3	-	203.1	18
	Maria	NoP	5	-	203.1	23
	agent	NoC	19	-	203.1	46
	attempt	Verb	7	-	203.0	28
	alternatively	Adv	3	-	202.9	19
	Carter	NoP	1	-	202.8	14
	environmental	Adj	48	-	202.8	88
	leads	Verb	15	-	202.8	40
	representatives	NoC	18	-	202.7	45
	state	Verb	8	-	202.7	28
	commonwealth	NoC	3	-	202.7	19
	specified	Adj	1	-	202.6	13
	representation	NoC	14	-	202.5	39
	loyalty	NoC	3	-	202.5	18
	mainly	Adv	38	-	202.3	74
	place	Verb	19	-	202.2	46
	squad	NoC	7	-	202.2	28
	3,000	Num	0	-	202.1	10
	thrust	Verb	1	-	202.0	13
	technological	Adj	3	-	202.0	18
	leaves	NoC	14	-	202.0	39
	Korea	NoP	4	-	201.8	21
	rejection	NoC	2	-	201.8	16
	huge	Adj	45	-	201.8	83
	by no means	Adv	3	-	201.8	18
	ideas	NoC	70	-	201.7	116
	sweets	NoC	21	+	201.5	6
	executed	Verb	1	-	201.5	15
	professionals	NoC	6	-	201.4	25
	by means of	Prep	2	-	201.3	17
	desirable	Adj	5	-	201.2	23
	box	NoC	129	+	201.1	83
	cause	Verb	29	-	201.1	61
	shall	VMod	264	+	201.0	195
	RNA	NoC	0	-	201.0	10
	fuck	NoC	16	+	200.9	3
	autonomous	Adj	0	-	200.9	12
	allies	NoC	3	-	200.8	18
	publisher	NoC	2	-	200.7	16
	underlying	Adj	5	-	200.6	24
	1952	Num	0	-	200.6	10
	prevalence	NoC	0	-	200.5	11
	popularity	NoC	1	-	200.4	15
	streets	NoC	23	-	200.4	52
	sculpture	NoC	1	-	200.3	15
	victims	NoC	10	-	200.3	32
	display	Verb	4	-	200.3	21
	52	Num	0	-	200.2	12
	ago	Adv	259	+	200.2	191
	additional	Adj	41	-	200.2	77
	giant	Adj	3	-	200.1	20
	waved	Verb	2	-	200.0	16
	1922	Num	0	-	199.7	10
	set	NoC	70	-	199.4	116
	Mexico	NoP	3	-	199.2	18
	cake	NoC	52	+	199.1	25
	BP	NoP	0	-	199.1	10
	dispute	NoC	10	-	199.0	32
	bishops	NoC	1	-	198.9	13
	separated	Verb	5	-	198.9	23
	competence	NoC	2	-	198.6	17
	advanced	Verb	3	-	198.5	19
	Lewis	NoP	15	-	198.4	40
	72	Num	0	-	198.4	10
	cash	NoC	47	-	198.4	86
	park	Verb	15	+	198.4	3
	chips	NoC	38	+	198.4	16
	trees	NoC	48	-	198.1	87
	Howard	NoP	8	-	197.9	29
	ceremony	NoC	3	-	197.8	19
	territories	NoC	2	-	197.8	15
	living	Adj	14	-	197.7	39
	amid	Prep	0	-	197.7	12
	regularly	Adv	16	-	197.6	41
	W.L.R.	NoP	0	-	197.5	10
	accounting	Verb	1	-	197.5	13
	tax	NoC	107	-	197.5	162
	favoured	Verb	1	-	197.5	15
	investigate	Verb	6	-	197.4	26
	gardens	NoC	14	-	197.4	39
	unemployment	NoC	34	-	197.2	68
	beach	NoC	15	-	196.9	41
	fed up	Adj	19	+	196.8	5
	moment	NoC	285	+	196.6	214
	books	NoC	87	-	196.6	136
	Campbell	NoP	2	-	196.5	17
	strongly	Adv	21	-	196.5	49
	hopes	NoC	7	-	196.5	26
	49	Num	0	-	196.4	10
	marked	Verb	15	-	196.3	39
	execution	NoC	2	-	196.2	16
	lawyer	NoC	6	-	196.2	24
	Ali	NoP	1	-	196.1	15
	keeps	Verb	49	+	196.0	23
	allegations	NoC	3	-	196.0	19
	psychological	Adj	9	-	195.9	30
	recorded	Verb	29	-	195.9	61
	fellow	Adj	8	-	195.7	28
	marketing	NoC	23	-	195.7	52
	further	Adv	97	-	195.7	150
	coastal	Adj	2	-	195.7	16
	windows	NoC	52	-	195.6	92
	variations	NoC	8	-	195.6	27
	de*	Fore	4	-	195.5	21
	heat	NoC	26	-	195.4	57
	faint	Adj	2	-	195.3	17
	Gould	NoP	1	-	195.3	14
	wrote	Verb	61	-	195.3	103
	46	Num	0	-	195.2	12
	transaction	NoC	6	-	195.1	25
	driven	Verb	10	-	195.1	32
	headed	Verb	8	-	195.1	29
	53	Num	0	-	194.7	10
	associated	Adj	4	-	194.7	21
	ultimate	Adj	7	-	194.6	27
	fiver	NoC	16	+	194.6	4
	Marks	NoP	23	+	194.5	7
	fertility	NoC	1	-	194.3	13
	weak	Adj	14	-	194.3	38
	remains	NoC	2	-	194.3	16
	generated	Verb	7	-	194.1	27
	anxious	Adj	11	-	194.0	33
	Reid	NoP	0	-	194.0	12
	personnel	NoC	12	-	194.0	36
	creditors	NoC	1	-	194.0	13
	official	NoC	5	-	193.9	23
	warmth	NoC	5	-	193.8	22
	freezer	NoC	15	+	193.6	3
	consumers	NoC	6	-	193.6	25
	von	NoP-	0	-	193.6	12
	Aunt	NoC	11	-	193.6	33
	eager	Adj	2	-	193.5	16
	imagined	Verb	3	-	193.4	18
	quick	Adj	91	+	193.4	54
	equilibrium	NoC	3	-	193.2	18
	commitment	NoC	29	-	193.1	60
	thesis	NoC	1	-	193.0	14
	scenes	NoC	5	-	193.0	23
	conception	NoC	4	-	192.9	20
	designer	NoC	4	-	192.8	21
	borrow	Verb	32	+	192.7	12
	sky	NoC	24	-	192.6	53
	Constance	NoP	1	-	192.5	13
	exercised	Verb	2	-	192.5	17
	recognized	Verb	10	-	192.5	32
	networks	NoC	4	-	192.5	21
	classic	Adj	8	-	192.4	28
	limits	NoC	10	-	192.3	32
	subsidiary	NoC	1	-	192.3	13
	experiences	NoC	13	-	192.2	37
	storage	NoC	10	-	192.1	32
	quarter	NoC	112	+	192.1	70
	preserved	Verb	3	-	192.0	17
	proportions	NoC	2	-	191.9	17
	18th	Ord	0	-	191.9	11
	escape	NoC	4	-	191.8	21
	coast	NoC	21	-	191.8	49
	perform	Verb	11	-	191.8	34
	foods	NoC	5	-	191.8	23
	average	Adj	32	-	191.7	65
	Great	NoP-	6	-	191.6	24
	sales	NoC	65	-	191.6	109
	Tesco	NoP	16	+	191.6	4
	prompted	Verb	3	-	191.6	17
	afford	Verb	75	+	191.5	42
	creative	Adj	7	-	191.4	27
	forehead	NoC	1	-	191.4	15
	philosophy	NoC	14	-	191.3	37
	Egypt	NoP	6	-	191.3	24
	aims	NoC	7	-	191.2	27
	votes	NoC	11	-	191.0	34
	typically	Adv	5	-	191.0	23
	properties	NoC	18	-	191.0	44
	inner	Adj	20	-	190.9	48
	guest	NoC	6	-	190.8	25
	64	Num	0	-	190.8	11
	fail	Verb	12	-	190.5	35
	deaf	Adj	8	-	190.5	29
	imagination	NoC	8	-	190.5	29
	Richards	NoP	1	-	190.4	12
	items	NoC	37	-	190.4	71
	incidence	NoC	3	-	190.3	19
	servants	NoC	10	-	190.2	32
	California	NoP	6	-	190.2	24
	dependence	NoC	1	-	190.2	14
	Bell	NoP	3	-	190.1	18
	poet	NoC	6	-	190.1	24
	corporations	NoC	0	-	190.0	11
	scheme	NoC	78	-	190.0	124
	des	Fore	0	-	189.7	11
	matrix	NoC	2	-	189.7	16
	comparable	Adj	4	-	189.6	20
	obligation	NoC	6	-	189.5	24
	Ross	NoP	4	-	189.4	21
	pressed	Verb	10	-	189.4	31
	Pam	NoP	16	+	189.3	4
	listed	Verb	8	-	189.2	27
	statute	NoC	3	-	189.1	17
	measured	Verb	10	-	189.1	32
	Clinton	NoP	5	-	189.1	22
	consequently	Adv	8	-	188.9	27
	zones	NoC	1	-	188.9	13
	middle	Adj	38	-	188.8	73
	faculty	NoC	1	-	188.8	14
	featured	Verb	1	-	188.8	14
	release	NoC	23	-	188.7	51
	fusion	NoC	1	-	188.6	13
	sex	NoC	49	-	188.5	87
	landscape	NoC	12	-	188.4	35
	states	Verb	4	-	188.3	21
	investigations	NoC	3	-	188.2	19
	apply	Verb	46	-	188.0	83
	20th	Ord	0	-	188.0	11
	Morgan	NoP	4	-	188.0	20
	voters	NoC	5	-	187.9	21
	Denis	NoP	0	-	187.9	11
	1938	Num	0	-	187.8	10
	lowered	Verb	1	-	187.6	14
	hierarchy	NoC	3	-	187.6	18
	actors	NoC	3	-	187.6	18
	disorder	NoC	3	-	187.6	18
	ranks	NoC	3	-	187.6	18
	charge	Verb	31	+	187.5	12
	Murray	NoP	1	-	187.5	13
	formidable	Adj	1	-	187.5	12
	geological	Adj	0	-	187.5	11
	religion	NoC	20	-	187.5	47
	account	Verb	7	-	187.3	26
	seats	NoC	22	-	187.3	50
	presents	Verb	3	-	187.3	17
	dynamic	Adj	3	-	187.2	18
	speculation	NoC	3	-	187.2	19
	combined	Adj	3	-	187.1	19
	Walter	NoP	4	-	187.0	20
	CD	NoC	0	-	187.0	12
	deemed	Verb	2	-	187.0	16
	theft	NoC	3	-	187.0	19
	dawn	NoC	2	-	186.9	16
	cancer	NoC	19	-	186.9	45
	revolutionary	Adj	7	-	186.9	26
	welcomed	Verb	7	-	186.8	25
	truth	NoC	49	-	186.7	86
	winter	NoC	40	-	186.5	74
	adds	Verb	6	-	186.5	24
	journey	NoC	23	-	186.4	51
	throw	Verb	55	+	186.4	28
	liberation	NoC	4	-	186.4	20
	Tracey	NoP	17	+	186.3	4
	striking	Adj	3	-	186.2	19
	environments	NoC	2	-	186.1	16
	once	Conj	131	+	186.1	86
	promotion	NoC	13	-	186.1	36
	relating	Verb	15	-	186.0	39
	friends	NoC	104	-	185.9	156
	rested	Verb	1	-	185.9	12
	referendum	NoC	2	-	185.9	16
	Emma	NoP	32	+	185.8	13
	bungalow	NoC	17	+	185.7	4
	vegetation	NoC	0	-	185.5	12
	observer	NoC	3	-	185.4	18
	aesthetic	Adj	1	-	185.4	13
	Kath	NoP	10	+	185.2	1
	universe	NoC	8	-	185.0	28
	diet	NoC	18	-	184.9	43
	publishing	NoC	6	-	184.8	23
	enemies	NoC	2	-	184.8	16
	face	Verb	37	-	184.8	71
	at present	Adv	10	-	184.6	31
	Chicago	NoP	1	-	184.5	12
	hero	NoC	7	-	184.5	25
	guardian	NoC	5	-	184.4	23
	51	Num	0	-	184.3	11
	matters	NoC	47	-	184.2	84
	operate	Verb	18	-	184.1	43
	depth	NoC	11	-	184.1	33
	messing	Verb	12	+	184.1	2
	aggregate	Adj	1	-	184.0	13
	south-west	NoC	0	-	183.9	10
	phenomena	NoC	2	-	183.8	15
	promise	NoC	7	-	183.8	26
	doubt	NoC	35	-	183.6	68
	fox	NoC	23	+	183.6	8
	collected	Verb	13	-	183.5	36
	Dawson	NoP	0	-	183.5	11
	crisps	NoC	13	+	183.4	3
	tendency	NoC	10	-	183.4	32
	rival	Adj	2	-	183.4	15
	artistic	Adj	3	-	183.2	17
	Greece	NoP	4	-	183.2	19
	Shadow	NoC	11	-	183.1	32
	Meredith	NoP	0	-	183.0	11
	protect	Verb	25	-	183.0	54
	cheaper	Adj	44	+	182.9	21
	possess	Verb	3	-	182.9	17
	tower	NoC	13	-	182.9	36
	Microsoft	NoP	5	-	182.9	22
	peasants	NoC	35	+	182.8	15
	sensed	Verb	0	-	182.6	11
	journalists	NoC	4	-	182.6	20
	vendor	NoC	2	-	182.6	16
	accuracy	NoC	3	-	182.5	19
	Doyle	NoP	0	-	182.2	10
	marry	Verb	9	-	182.2	29
	empirical	Adj	3	-	182.1	17
	isolation	NoC	4	-	181.9	20
	follow	Verb	58	-	181.8	98
	slow	Adj	23	-	181.8	51
	A	NoP	0	-	181.8	11
	predicted	Verb	3	-	181.6	17
	inspiration	NoC	2	-	181.5	15
	critic	NoC	1	-	181.4	13
	screen	NoC	23	-	181.4	51
	samples	NoC	9	-	181.4	30
	issues	NoC	80	-	181.4	125
	dear	NoC	33	+	181.3	14
	angrily	Adv	1	-	181.3	12
	approval	NoC	17	-	181.1	42
	defeated	Verb	3	-	181.1	17
	elite*	NoC	1	-	181.1	14
	Jackson	NoP	5	-	181.0	22
	spent	Verb	76	-	180.9	120
	price	NoC	121	-	180.9	176
	responsibility	NoC	57	-	180.9	97
	water	NoC	278	-	180.8	358
	finance	Verb	5	-	180.8	21
	contracts	NoC	21	-	180.8	47
	binding	Adj	1	-	180.7	14
	restaurants	NoC	3	-	180.7	17
	Lily	NoP	2	-	180.6	15
	invasion	NoC	5	-	180.6	21
	Mitchell	NoP	0	-	180.5	11
	archbishop	NoC	3	-	180.5	17
	sentenced	Verb	1	-	180.5	14
	stance	NoC	4	-	180.4	19
	lacked	Verb	1	-	180.4	13
	transferred	Verb	12	-	180.3	33
	semantic	Adj	2	-	180.3	15
	entitled	Verb	7	-	180.2	25
	primarily	Adv	12	-	180.2	34
	perfect	Adj	29	-	180.2	59
	pact	NoC	1	-	180.1	12
	far from	Adv	1	-	180.1	12
	synthesis	NoC	1	-	180.1	13
	newspaper	NoC	25	-	180.0	53
	prosecution	NoC	6	-	180.0	23
	revival	NoC	1	-	179.9	13
	uncertainty	NoC	6	-	179.9	24
	triumph	NoC	4	-	179.9	19
	islamic	Adj	2	-	179.8	14
	lovers	NoC	1	-	179.7	13
	climate	NoC	10	-	179.6	30
	exclusively	Adv	3	-	179.5	19
	generations	NoC	6	-	179.4	23
	pace	NoC	11	-	179.4	33
	short	Adj	127	-	179.3	182
	Ferguson	NoP	0	-	179.3	11
	involve	Verb	19	-	179.2	45
	portfolio	NoC	3	-	179.2	17
	commissioner	NoC	2	-	179.2	16
	backed	Verb	8	-	179.2	27
	1946	Num	0	-	179.1	11
	conceptual	Adj	0	-	179.1	11
	examining	Verb	3	-	178.8	16
	Notts	NoP	13	+	178.7	3
	genetic	Adj	4	-	178.7	20
	Robinson	NoP	3	-	178.7	17
	final	NoC	10	-	178.6	30
	infant	NoC	3	-	178.6	19
	Fox	NoP	31	+	178.6	12
	Alfred	NoP	1	-	178.5	13
	Gaulle	NoP	0	-	178.4	11
	questioned	Verb	4	-	178.4	20
	aged	Verb	2	-	178.3	15
	Christie	NoP	1	-	178.3	13
	recommended	Verb	12	-	178.3	34
	bond	NoC	3	-	178.3	19
	errors	NoC	6	-	178.1	23
	ensured	Verb	1	-	178.1	11
	premier	Adj	3	-	178.1	18
	sovereignty	NoC	1	-	178.1	13
	fast	Adv	20	-	178.1	47
	regulation	NoC	8	-	178.1	28
	hopes	Verb	4	-	178.0	20
	arrangement	NoC	13	-	178.0	35
	vulnerable	Adj	8	-	178.0	27
	hypothesis	NoC	3	-	177.9	18
	export	NoC	5	-	177.9	22
	arse	NoC	17	+	177.9	4
	bronze	NoC	3	-	177.8	17
	dismissal	NoC	3	-	177.8	17
	masters	NoC	4	-	177.8	20
	clearly	Adv	107	-	177.7	159
	stored	Verb	5	-	177.7	21
	Australian	Adj	8	-	177.7	26
	occupational	Adj	4	-	177.6	19
	onto	Prep	95	+	177.6	58
	edition	NoC	8	-	177.6	27
	graphics	NoC	5	-	177.5	22
	forming	Verb	4	-	177.4	19
	that is	Adv	22	-	177.4	48
	views	NoC	43	-	177.4	78
	identification	NoC	6	-	177.2	24
	academy	NoC	2	-	177.2	15
	expedition	NoC	1	-	177.2	12
	competitive	Adj	16	-	177.2	39
	circuit	NoC	9	-	177.2	28
	prepared	Verb	26	-	177.1	55
	curious	Adj	6	-	177.0	24
	Jacques	NoP	0	-	177.0	11
	writes	Verb	9	-	176.9	28
	bourgeois	Adj	0	-	176.9	11
	modest	Adj	7	-	176.9	25
	Hamilton	NoP	2	-	176.8	16
	table	NoC	148	-	176.8	208
	Amy	NoP	21	+	176.8	7
	permit	Verb	2	-	176.8	15
	right-wing	Adj	0	-	176.8	11
	territorial	Adj	1	-	176.7	13
	mysterious	Adj	2	-	176.7	15
	Anne	NoP	20	-	176.7	47
	bang	Verb	15	+	176.6	4
	modes	NoC	1	-	176.6	14
	breeze	NoC	2	-	176.6	15
	magazine	NoC	23	-	176.5	50
	voices	NoC	8	-	176.5	26
	purchased	Verb	3	-	176.4	18
	telecommunications	NoC	1	-	176.3	14
	divisions	NoC	6	-	176.3	24
	possibilities	NoC	8	-	176.3	27
	escaped	Verb	5	-	176.1	21
	entering	Verb	7	-	176.1	24
	cry	NoC	3	-	176.0	17
	explains	Verb	8	-	176.0	27
	random	Adj	4	-	175.9	20
	influences	NoC	2	-	175.9	16
	corresponding	Adj	2	-	175.6	16
	mechanisms	NoC	5	-	175.6	22
	mobility	NoC	2	-	175.5	16
	smaller	Adj	42	-	175.4	77
	alternative	NoC	15	-	175.4	38
	fury	NoC	1	-	175.3	12
	walking	NoC	4	-	175.3	19
	interference	NoC	2	-	175.3	16
	architectural	Adj	1	-	175.2	14
	contexts	NoC	1	-	175.2	13
	sensitivity	NoC	3	-	175.1	17
	delicate	Adj	4	-	175.1	19
	inflation	NoC	21	-	175.1	48
	ranging	Verb	3	-	175.0	16
	ideal	Adj	23	-	175.0	50
	joking	Verb	19	+	175.0	6
	charm	NoC	2	-	175.0	14
	alleged	Adj	4	-	174.8	19
	contempt	NoC	2	-	174.8	14
	imagine	Verb	93	+	174.7	57
	stones	NoC	13	-	174.7	35
	ceased	Verb	3	-	174.7	17
	a little	Adv	67	-	174.6	109
	daft	Adj	19	+	174.6	5
	storm	NoC	7	-	174.6	24
	Chapman	NoP	1	-	174.5	12
	endless	Adj	3	-	174.4	18
	away from	Prep	80	-	174.4	125
	echoed	Verb	1	-	174.4	11
	induced	Verb	1	-	174.4	13
	height	NoC	16	-	174.4	40
	guess	Verb	45	+	174.3	22
	ram	NoC	0	-	174.3	10
	Franco	NoP	0	-	174.2	11
	experiment	NoC	9	-	174.1	29
	knows	Verb	122	+	174.1	80
	cupboard	NoC	31	+	174.0	12
	sounded	Verb	11	-	173.9	32
	distance	NoC	37	-	173.9	70
	improved	Adj	6	-	173.9	23
	grey	Adj	23	-	173.9	50
	smoke	Verb	27	+	173.8	10
	entries	NoC	4	-	173.8	19
	grip	NoC	3	-	173.7	18
	chair	Verb	10	+	173.6	2
	proteins	NoC	2	-	173.6	14
	ye	Pron	3	-	173.6	17
	asset	NoC	5	-	173.5	22
	resistance	NoC	16	-	173.3	40
	styles	NoC	5	-	173.2	21
	drove	Verb	16	-	173.2	39
	undoubtedly	Adv	8	-	173.1	26
	museums	NoC	2	-	173.0	15
	Jonathan	NoP	33	+	172.9	14
	protestant	Adj	1	-	172.9	13
	ensuring	Verb	5	-	172.9	21
	rational	Adj	7	-	172.8	25
	grin	NoC	1	-	172.7	12
	hidden	Adj	2	-	172.7	14
	income	NoC	80	-	172.7	125
	marked	Adj	6	-	172.6	23
	great	Adj	363	-	172.6	452
	tightly	Adv	4	-	172.5	19
	evidently	Adv	3	-	172.5	16
	two-thirds	Num	1	-	172.4	13
	John	NoP	260	-	172.3	336
	question	NoC	310	+	172.3	240
	mixture	NoC	13	-	172.3	35
	spatial	Adj	1	-	172.2	14
	swiftly	Adv	1	-	172.2	14
	analyses	NoC	1	-	172.1	12
	hall	NoC	78	-	172.1	122
	advert	NoC	15	+	172.1	3
	disposal	NoC	6	-	172.0	23
	placing	Verb	2	-	172.0	16
	laws	NoC	24	-	171.9	51
	dealers	NoC	4	-	171.9	19
	lordship	NoC	20	+	171.9	6
	opera	NoC	7	-	171.9	25
	publishers	NoC	3	-	171.8	17
	Edwards	NoP	2	-	171.8	14
	chamber	NoC	11	-	171.6	31
	medium	NoC	8	-	171.6	26
	bowel	NoC	2	-	171.5	14
	producers	NoC	4	-	171.5	20
	exists	Verb	13	-	171.4	34
	restaurant	NoC	15	-	171.3	37
	Hungarian	Adj	0	-	171.3	10
	explicit	Adj	5	-	171.2	21
	exploration	NoC	3	-	171.1	17
	fortnight	NoC	31	+	171.1	13
	buried	Verb	7	-	171.0	26
	obtaining	Verb	3	-	170.7	18
	written	Adj	13	-	170.7	35
	devices	NoC	6	-	170.7	24
	quantities	NoC	5	-	170.6	21
	abstract	Adj	5	-	170.5	21
	filled	Verb	27	-	170.5	55
	symbolic	Adj	2	-	170.4	15
	hidden	Verb	6	-	170.4	22
	emergence	NoC	2	-	170.3	14
	engaged	Verb	9	-	170.3	29
	relief	NoC	37	-	170.3	70
	confusion	NoC	11	-	170.2	31
	reactions	NoC	6	-	170.2	22
	Sweden	NoP	4	-	170.0	18
	Colonel	NoC	5	-	170.0	21
	lacking	Verb	3	-	169.9	16
	southern	Adj	29	-	169.9	58
	in terms of	Prep	142	+	169.8	97
	virtue	NoC	5	-	169.7	20
	hostile	Adj	3	-	169.7	18
	just about	Adv	31	+	169.6	12
	conservative*	Adj	36	-	169.6	67
	terror	NoC	3	-	169.6	17
	suppliers	NoC	4	-	169.6	20
	£500	NoC	0	-	169.6	10
	85	Num	0	-	169.6	10
	holdings	NoC	1	-	169.5	13
	Baldwin	NoP	1	-	169.4	11
	exclusion	NoC	3	-	169.4	16
	sank	Verb	1	-	169.3	12
	performances	NoC	3	-	169.3	18
	roundabout	NoC	14	+	169.3	3
	processing	NoC	11	-	169.2	32
	provision	NoC	54	-	169.1	91
	adviser	NoC	3	-	169.1	17
	consisted	Verb	2	-	169.1	15
	remedies	NoC	1	-	169.0	12
	accused	Adj	1	-	169.0	12
	maximum	Adj	15	-	169.0	37
	holds	Verb	9	-	168.9	28
	agreements	NoC	10	-	168.9	29
	Elizabeth	NoP	16	-	168.8	38
	dinner	NoC	95	+	168.8	59
	dimensions	NoC	2	-	168.7	15
	technologies	NoC	3	-	168.7	17
	sciences	NoC	6	-	168.6	23
	Cardiff	NoP	4	-	168.6	20
	pure	Adj	14	-	168.6	36
	sense	NoC	159	-	168.4	219
	heir	NoC	1	-	168.4	11
	alone	Adj	29	-	168.4	57
	Cook	NoP	3	-	168.4	16
	converted	Verb	6	-	168.3	22
	crops	NoC	3	-	168.1	17
	takeover	NoC	1	-	168.0	13
	chief	NoC	17	-	168.0	40
	adapted	Verb	2	-	168.0	16
	bike	NoC	36	+	168.0	16
	wind	NoC	41	-	168.0	75
	excessive	Adj	4	-	167.9	19
	yield	Verb	1	-	167.8	11
	considerably	Adv	11	-	167.7	31
	besides	Adv	4	-	167.6	19
	earnings	NoC	13	-	167.5	34
	Los	NoP-	1	-	167.4	13
	naval	Adj	3	-	167.3	16
	republics	NoC	3	-	167.2	16
	revenues	NoC	2	-	167.2	14
	layer	NoC	8	-	167.0	27
	varied	Verb	3	-	167.0	17
	taped	Verb	11	+	167.0	2
	cheeky	Adj	12	+	166.8	2
	adventure	NoC	3	-	166.8	17
	continental	Adj	4	-	166.8	19
	meanings	NoC	3	-	166.7	16
	tall	Adj	22	-	166.6	48
	interface	NoC	4	-	166.3	19
	precious	Adj	4	-	166.2	18
	tended	Verb	10	-	166.2	29
	visits	NoC	10	-	166.2	30
	exams	NoC	19	+	166.1	6
	banking	NoC	6	-	166.1	23
	patent	NoC	0	-	166.1	10
	tonnes	NoC	5	-	166.1	20
	doorway	NoC	4	-	165.9	18
	farm	NoC	39	-	165.9	72
	consistent	Adj	12	-	165.9	33
	enabled	Verb	5	-	165.8	20
	objective	Adj	4	-	165.8	19
	diverse	Adj	2	-	165.7	15
	obligations	NoC	5	-	165.7	21
	taxes	NoC	10	-	165.6	30
	teddy	NoC	13	+	165.6	3
	bankruptcy	NoC	1	-	165.6	11
	focused	Verb	4	-	165.6	19
	judged	Verb	4	-	165.5	18
	sunlight	NoC	2	-	165.5	14
	ideological	Adj	4	-	165.3	18
	future	NoC	99	-	165.3	147
	conceived	Verb	2	-	165.3	13
	track	NoC	31	-	165.1	60
	repeated	Adj	1	-	165.1	11
	Fraser	NoP	1	-	164.9	11
	Hughes	NoP	4	-	164.9	18
	Santa	NoP-	2	-	164.9	14
	fitted	Verb	14	-	164.8	35
	Dublin	NoP	7	-	164.8	25
	distinguish	Verb	5	-	164.8	22
	receiver	NoC	3	-	164.7	17
	equivalent	Adj	9	-	164.7	27
	buyer	NoC	10	-	164.7	29
	alleged	Verb	2	-	164.7	14
	doubts	NoC	5	-	164.6	22
	false	Adj	16	-	164.6	39
	preliminary	Adj	4	-	164.6	19
	Adam	NoP	15	-	164.5	38
	collaboration	NoC	2	-	164.4	15
	gorgeous	Adj	17	+	164.4	5
	secret	NoC	7	-	164.3	23
	dragged	Verb	4	-	164.3	18
	pizza	NoC	15	+	164.2	4
	premises	NoC	18	-	164.2	41
	varying	Adj	2	-	164.1	15
	hotels	NoC	8	-	164.0	25
	investigated	Verb	3	-	164.0	17
	Wordsworth	NoP	0	-	163.9	10
	disclosure	NoC	1	-	163.8	11
	advantages	NoC	11	-	163.7	32
	modified	Verb	1	-	163.7	13
	conventions	NoC	1	-	163.7	13
	actor	NoC	6	-	163.7	22
	reluctant	Adj	6	-	163.7	22
	Ford	NoP	7	-	163.6	24
	featuring	Verb	0	-	163.6	10
	fame	NoC	2	-	163.6	13
	sitting	Verb	117	+	163.4	77
	configuration	NoC	1	-	163.4	12
	galleries	NoC	1	-	163.3	13
	champagne	NoC	5	-	163.0	21
	toward	Prep	2	-	162.9	14
	villa	NoC	4	-	162.8	19
	complex	NoC	7	-	162.8	24
	suited	Verb	3	-	162.8	17
	prevailing	Adj	0	-	162.8	10
	evaluation	NoC	11	-	162.7	30
	priest	NoC	6	-	162.7	23
	comprising	Verb	1	-	162.5	12
	Aaron	NoP	12	+	162.5	2
	structural	Adj	10	-	162.5	29
	surroundings	NoC	2	-	162.4	14
	bent	Verb	6	-	162.4	23
	winning	Verb	13	-	162.3	34
	indirect	Adj	3	-	162.3	17
	rooms	NoC	30	-	162.3	58
