	Word	PoS		FrCo	Ra	DiDe		LogLike	FrTO	Ra	DiCG
	@	@	shit	160	4	0.67	+	1032.2	4	6	0.63
	shoe	NoC	%	130	4	0.94	+	400.1	26	6	0.58
	@	@	shoe	25	4	0.80	+	53.6	7	6	0.62
	@	@	shoes	104	4	0.91	+	352.7	18	6	0.56
	shop	NoC	%	303	4	0.95	+	69.0	219	6	0.74
	@	@	shop	232	4	0.95	+	72.5	158	6	0.70
	@	@	shops	71	4	0.95	+	3.6	61	6	0.83
	short	Adj	%	112	4	0.95	-	42.4	161	6	0.92
	@	@	short	101	4	0.94	-	39.6	145	6	0.93
	@	@	shorter	10	4	0.86	-	2.0	13	6	0.69
	@	@	shortest	2	4	0.80	-	1.1	3	6	0.77
	should	VMod	:	1047	4	0.99	-	96.9	1259	6	0.93
	show	Verb	%	272	4	0.94	-	92.0	382	6	0.92
	@	@	show	158	4	0.93	-	5.4	177	6	0.92
	@	@	showed	37	4	0.91	+	0.2	36	6	0.95
	@	@	showing	33	4	0.89	-	51.6	64	6	0.63
	@	@	shown	15	4	0.82	-	121.7	57	6	0.84
	@	@	shows	29	4	0.85	-	24.3	48	6	0.90
	shut	Verb	%	232	4	0.81	+	864.1	35	6	0.90
	@	@	shut	220	4	0.79	+	861.0	30	6	0.87
	@	@	shuts	5	4	0.82	+	11.2	1	3	0.53
	@	@	shutting	7	4	0.67	+	6.8	3	6	0.83
	side	NoC	%	405	4	0.98	-	2.9	427	6	0.93
	@	@	side	370	4	0.97	-	0.3	377	6	0.93
	@	@	sides	35	4	0.85	-	13.3	50	6	0.81
	silly	Adj	%	125	4	0.87	+	362.5	26	6	0.90
	@	@	silly	124	4	0.87	+	358.7	26	6	0.90
	simple	Adj	%	34	4	0.85	-	280.5	128	6	0.94
	@	@	simple	30	4	0.90	-	256.3	115	6	0.94
	@	@	simpler	3	2	0.12	-	10.6	7	6	0.84
	@	@	simplest	1	4	0.80	-	14.6	6	6	0.80
	simply	Adv	:	15	4	0.69	-	631.9	154	6	0.84
	since	Conj	:	98	4	0.93	-	11.9	121	6	0.96
	sing	Verb	%	144	4	0.91	+	243.3	51	6	0.81
	@	@	sang	8	4	0.80	+	3.2	5	6	0.82
	@	@	sing	85	4	0.89	+	186.3	24	6	0.82
	@	@	singing	45	4	0.94	+	69.8	17	6	0.72
	@	@	sings	3	4	0.92	+	6.0	1	4	0.55
	@	@	sung	3	3	0.56	-	0.0	4	6	0.70
	single	Adj	:	49	4	0.85	-	161.3	124	6	0.91
	sir	NoC	%	98	4	0.17	-	107.4	174	6	0.72
	@	@	sir	98	4	0.17	-	107.0	174	6	0.72
	sit	Verb	%	661	4	0.97	+	965.9	254	6	0.96
	@	@	sat	131	4	0.91	+	275.8	39	6	0.87
	@	@	sit	342	4	0.92	+	584.7	119	6	0.93
	@	@	sits	22	4	0.82	+	17.9	12	6	0.91
	@	@	sitting	165	4	0.94	+	136.6	84	6	0.95
	site	NoC	%	26	4	0.54	-	775.5	209	6	0.79
	@	@	site	20	4	0.60	-	364.9	118	6	0.82
	@	@	sites	6	4	0.33	-	431.6	92	6	0.71
	situation	NoC	%	41	4	0.83	-	1086.0	305	6	0.87
	@	@	situation	37	4	0.81	-	954.5	271	6	0.86
	@	@	situations	4	4	0.82	-	132.2	34	6	0.88
	six	Num	%	788	4	0.92	-	53.9	924	6	0.93
	@	@	six	779	4	0.91	-	58.6	920	6	0.93
	@	@	sixes	9	4	0.60	+	12.6	3	5	0.49
	sixty	Num	%	206	4	0.90	-	250.9	378	6	0.84
	@	@	sixties	7	4	0.69	-	33.9	20	6	0.87
	@	@	sixty	200	4	0.90	-	223.5	358	6	0.83
	size	NoC	%	121	4	0.91	+	2.5	110	6	0.91
	@	@	size	112	4	0.91	+	4.2	99	6	0.90
	@	@	sizes	9	4	0.84	-	1.8	11	6	0.83
	sleep	Verb	%	132	4	0.92	+	287.4	38	6	0.82
	@	@	sleep	82	4	0.88	+	204.7	20	6	0.82
	@	@	sleeping	23	4	0.92	+	26.7	10	6	0.78
	@	@	sleeps	7	4	0.68	+	25.0	1	5	0.74
	@	@	slept	20	4	0.82	+	42.3	6	6	0.73
	small	Adj	%	195	4	0.90	-	131.0	311	6	0.94
	@	@	small	155	4	0.87	-	127.3	258	6	0.94
	@	@	smaller	35	4	0.85	-	7.9	47	6	0.96
	@	@	smallest	5	3	0.58	-	0.7	6	6	0.75
	so	Adv	:	5121	4	0.96	+	4.2	5029	6	0.93
	so	Conj	:	405	4	0.97	+	0.5	396	6	0.94
	so that	Conj	:	113	4	0.95	-	473.1	312	6	0.93
	social	Adj	:	22	4	0.89	-	665.5	179	6	0.88
	society	NoC	%	29	4	0.86	-	434.9	152	6	0.92
	@	@	societies	5	4	0.69	-	36.0	18	6	0.71
	@	@	society	24	4	0.84	-	402.1	134	6	0.91
	some	DetP	:	1856	4	0.96	-	61.0	2076	6	0.97
	somebody	Pron	:	431	4	0.98	+	8.5	393	6	0.94
	someone	Pron	:	200	4	0.85	+	13.8	168	6	0.86
	something	Pron	:	1433	4	0.95	+	111.7	1192	6	0.96
	sometimes	Adv	:	184	4	0.94	-	7.6	209	6	0.90
	somewhere	Adv	:	209	4	0.92	+	53.1	148	6	0.92
	sorry	Adj	%	441	4	0.90	+	1.6	424	6	0.86
	@	@	sorry	441	4	0.90	+	1.6	424	6	0.86
	sort	NoC	%	519	4	0.97	-	741.9	992	6	0.93
	@	@	sort	473	4	0.98	-	599.4	875	6	0.94
	@	@	sorts	46	4	0.87	-	157.6	117	6	0.85
	sort	Verb	%	145	4	0.92	+	54.9	94	6	0.81
	@	@	sort	83	4	0.93	+	46.5	48	6	0.77
	@	@	sorted	52	4	0.91	+	16.9	35	6	0.84
	@	@	sorting	9	4	0.88	-	0.2	10	6	0.80
	sort of	Adv	:	549	4	0.93	+	86.3	420	6	0.87
	sound	Verb	%	166	4	0.95	+	95.3	96	6	0.93
	@	@	sound	42	4	0.93	+	13.6	28	6	0.96
	@	@	sounded	18	4	0.88	+	29.1	7	6	0.86
	@	@	sounding	2	4	0.80	-	0.3	2	5	0.68
	@	@	sounds	104	4	0.93	+	63.8	59	6	0.89
	south	NoC	:	43	4	0.85	-	273.3	143	6	0.79
	speak	Verb	%	220	4	0.91	-	80.9	314	6	0.96
	@	@	speak	113	4	0.89	-	12.0	138	6	0.92
	@	@	speaking	42	4	0.83	-	72.4	86	6	0.90
	@	@	speaks	9	4	0.82	-	2.0	11	6	0.81
	@	@	spoke	33	4	0.90	-	16.9	50	6	0.92
	@	@	spoken	23	4	0.88	-	3.3	29	6	0.84
	special	Adj	:	75	4	0.90	-	147.8	159	6	0.92
	spend	Verb	%	164	4	0.93	-	82.9	247	6	0.91
	@	@	spend	85	4	0.95	-	23.7	116	6	0.92
	@	@	spending	17	4	0.88	-	37.4	37	6	0.83
	@	@	spends	6	4	0.73	+	0.0	6	6	0.69
	@	@	spent	56	4	0.89	-	35.8	89	6	0.90
	staff	NoC	%	40	4	0.86	-	583.1	206	6	0.92
	@	@	staff	40	4	0.86	-	582.4	205	6	0.92
	stage	NoC	%	58	4	0.88	-	384.1	196	6	0.87
	@	@	stage	55	4	0.88	-	319.0	175	6	0.86
	@	@	stages	3	3	0.64	-	74.0	21	6	0.86
	stand	Verb	%	247	4	0.94	+	5.8	224	6	0.93
	@	@	stand	117	4	0.88	+	0.8	112	6	0.92
	@	@	standing	68	4	0.89	+	2.4	60	6	0.85
	@	@	stands	15	4	0.90	-	10.6	24	6	0.91
	@	@	stood	47	4	0.87	+	23.4	28	6	0.91
	start	Verb	%	660	4	0.98	-	67.1	800	6	0.90
	@	@	start	320	4	0.98	-	40.7	396	6	0.92
	@	@	started	234	4	0.99	-	20.3	280	6	0.83
	@	@	starting	46	4	0.88	-	16.6	65	6	0.92
	@	@	starts	61	4	0.89	+	0.1	60	6	0.91
	state	NoC	%	38	4	0.96	-	520.0	189	6	0.78
	@	@	state	37	4	0.94	-	387.6	157	6	0.83
	@	@	states	2	4	0.50	-	152.2	32	6	0.53
	statement	NoC	%	12	4	0.87	-	652.8	148	6	0.76
	@	@	statement	8	4	0.74	-	539.4	118	6	0.76
	@	@	statements	4	4	0.77	-	116.0	31	6	0.76
	station	NoC	%	63	4	0.92	-	143.8	139	6	0.88
	@	@	station	56	4	0.90	-	82.2	109	6	0.88
	@	@	stations	6	4	0.81	-	82.2	30	6	0.82
	stay	Verb	%	308	4	0.94	+	231.1	163	6	0.88
	@	@	stay	204	4	0.94	+	162.5	106	6	0.90
	@	@	stayed	29	4	0.83	-	0.1	30	6	0.70
	@	@	staying	59	4	0.94	+	124.9	17	6	0.88
	@	@	stays	16	4	0.93	+	6.2	10	6	0.84
	stick	Verb	%	197	4	0.91	+	226.8	87	6	0.92
	@	@	stick	93	4	0.90	+	65.9	50	6	0.90
	@	@	sticking	24	4	0.89	+	27.5	10	6	0.93
	@	@	sticks	10	4	0.80	+	11.5	4	5	0.72
	@	@	stuck	70	4	0.85	+	142.3	21	6	0.85
	still	Adv	:	801	4	0.96	+	36.6	697	6	0.96
	stop	Verb	%	443	4	0.95	+	248.3	259	6	0.93
	@	@	stop	307	4	0.94	+	206.1	169	6	0.95
	@	@	stopped	88	4	0.90	+	29.7	59	6	0.85
	@	@	stopping	29	4	0.91	+	16.0	17	6	0.87
	@	@	stops	19	4	0.84	+	3.9	14	6	0.89
	story	NoC	%	101	4	0.80	-	43.3	148	6	0.88
	@	@	stories	22	4	0.80	-	31.9	42	6	0.84
	@	@	story	79	4	0.78	-	18.6	106	6	0.89
	straight	Adv	:	136	4	0.87	+	120.7	67	6	0.89
	street	NoC	%	121	4	0.89	-	71.9	187	6	0.83
	@	@	street	105	4	0.88	-	56.6	160	6	0.82
	@	@	streets	16	4	0.71	-	16.1	28	6	0.79
	structure	NoC	%	4	4	0.57	-	809.8	147	6	0.74
	@	@	structure	4	4	0.60	-	721.5	131	6	0.73
	@	@	structures	0	1	0.00	-	88.7	15	6	0.82
	stuff	NoC	%	390	4	0.92	+	334.6	196	6	0.79
	@	@	stuff	389	4	0.92	+	334.5	196	6	0.79
	stupid	Adj	:	172	4	0.76	+	713.1	21	6	0.86
	subject	NoC	%	24	4	0.93	-	373.2	128	6	0.86
	@	@	subject	18	4	0.94	-	293.4	99	6	0.90
	@	@	subjects	6	4	0.82	-	79.9	29	6	0.67
	such	DetP	:	183	4	0.83	-	55.7	253	6	0.91
	suggest	Verb	%	30	4	0.84	-	902.9	244	6	0.87
	@	@	suggest	19	4	0.89	-	374.6	117	6	0.87
	@	@	suggested	8	4	0.69	-	246.7	66	6	0.85
	@	@	suggesting	2	3	0.62	-	209.3	43	6	0.85
	@	@	suggests	1	3	0.50	-	88.3	19	6	0.85
	Sunday	NoP	%	236	4	0.91	+	325.7	94	6	0.77
	@	@	Sunday	224	4	0.91	+	314.0	88	6	0.78
	@	@	Sundays	12	4	0.81	+	12.2	5	6	0.61
	support	NoC	%	22	4	0.46	-	575.9	163	6	0.79
	@	@	support	22	4	0.44	-	566.1	161	6	0.79
	@	@	supports	0	1	0.00	-	10.0	2	4	0.55
	support	Verb	%	16	4	0.83	-	981.7	219	6	0.77
	@	@	support	11	4	0.71	-	673.0	149	6	0.75
	@	@	supported	1	2	0.42	-	207.5	37	6	0.79
	@	@	supporting	4	4	0.75	-	72.7	22	6	0.86
	@	@	supports	1	2	0.29	-	41.7	10	6	0.58
	suppose	Verb	%	387	4	0.98	+	275.2	209	6	0.90
	@	@	suppose	380	4	0.98	+	278.1	203	6	0.89
	@	@	supposed	7	4	0.82	+	6.8	3	6	0.79
	@	@	supposing	0	1	0.00	-	10.0	2	5	0.66
	supposed	Adj	:	215	4	0.89	+	348.7	77	6	0.87
	sure	Adj	:	442	4	0.94	-	19.7	504	6	0.93
	system	NoC	%	65	4	0.81	-	1008.2	347	6	0.84
	@	@	system	57	4	0.83	-	764.9	279	6	0.88
	@	@	systems	8	4	0.62	-	252.2	67	6	0.62
	T / t	Lett	%	199	4	0.84	-	91.2	294	6	0.91
	@	@	t	191	4	0.84	-	85.7	281	6	0.91
	@	@	t.	8	4	0.78	-	5.7	13	6	0.82
	table	NoC	%	189	4	0.91	+	7.0	167	6	0.86
	@	@	table	168	4	0.90	+	17.8	135	6	0.85
	@	@	tables	21	4	0.78	-	10.2	32	6	0.91
	take	Verb	%	2006	4	0.97	-	0.5	2026	6	0.97
	@	@	take	1215	4	0.96	+	27.1	1104	6	0.95
	@	@	taken	138	4	0.92	-	285.9	295	6	0.92
	@	@	takes	125	4	0.94	-	0.1	127	6	0.96
	@	@	taking	198	4	0.98	-	21.7	241	6	0.93
	@	@	took	330	4	0.90	+	44.5	258	6	0.85
	talk	Verb	%	684	4	0.85	-	78.7	839	6	0.95
	@	@	talk	240	4	0.80	-	18.8	284	6	0.94
	@	@	talked	32	4	0.89	-	151.2	92	6	0.94
	@	@	talking	398	4	0.87	-	15.6	449	6	0.95
	@	@	talks	14	4	0.85	+	0.4	13	6	0.84
	tape	NoC	%	353	4	0.85	+	1134.4	66	6	0.83
	@	@	tape	261	4	0.85	+	769.1	55	6	0.86
	@	@	tapes	92	4	0.82	+	380.2	11	6	0.51
	tax	NoC	%	76	4	0.82	-	112.0	146	6	0.90
	@	@	tax	70	4	0.85	-	99.2	133	6	0.89
	@	@	taxes	6	4	0.51	-	13.1	13	6	0.79
	tea	NoC	%	328	4	0.95	+	925.4	72	6	0.79
	@	@	tea	322	4	0.95	+	918.1	70	6	0.79
	@	@	teas	6	4	0.61	+	9.6	2	6	0.71
	teacher	NoC	%	99	4	0.84	-	67.4	158	6	0.64
	@	@	teacher	62	4	0.83	-	3.3	71	6	0.74
	@	@	teachers	37	4	0.86	-	99.5	87	6	0.54
	team	NoC	%	58	4	0.77	-	224.8	155	6	0.86
	@	@	team	47	4	0.79	-	176.3	124	6	0.87
	@	@	teams	11	4	0.68	-	48.7	31	6	0.78
	tell	Verb	%	1601	4	0.97	+	1038.1	893	6	0.95
	@	@	tell	894	4	0.95	+	530.4	514	6	0.93
	@	@	telling	148	4	0.91	+	102.2	81	6	0.93
	@	@	tells	40	4	0.90	-	0.7	43	6	0.88
	@	@	told	518	4	0.98	+	467.7	255	6	0.95
	ten	Num	%	614	4	0.94	-	1.9	636	6	0.91
	@	@	ten	604	4	0.94	-	1.6	624	6	0.91
	@	@	tens	10	4	0.75	-	0.7	12	6	0.71
	tend	Verb	%	46	4	0.90	-	286.6	152	6	0.93
	@	@	tend	38	4	0.89	-	141.1	100	6	0.95
	@	@	tended	1	4	0.81	-	66.2	16	6	0.80
	@	@	tending	0	2	0.42	-	14.5	4	6	0.83
	@	@	tends	6	4	0.71	-	90.0	32	6	0.86
	term	NoC	%	66	4	0.92	-	570.5	255	6	0.83
	@	@	term	55	4	0.89	-	169.7	134	6	0.83
	@	@	terms	12	4	0.96	-	494.3	120	6	0.82
	terrible	Adj	:	125	4	0.89	+	131.4	57	6	0.86
	than	Conj	:	593	4	0.97	-	85.4	744	6	0.96
	thank	Verb	%	424	4	0.88	-	377.3	719	6	0.79
	@	@	thank	421	4	0.88	-	375.0	714	6	0.79
	@	@	thanked	2	4	0.57	-	0.1	2	4	0.53
	@	@	thanking	1	4	0.80	-	2.6	3	6	0.79
	thanks	NoC	:	175	4	0.88	+	7.3	153	6	0.88
	that	Adv	:	225	4	0.95	+	261.4	98	6	0.93
	that	Conj	:	3410	4	0.99	-	15927.8	9870	6	0.93
	that	DetP	:	16329	4	0.98	+	2121.2	12831	6	0.95
	the	Det	:	27351	4	0.98	-	28176.6	47987	6	0.97
	their	Det	:	649	4	0.97	-	2440.8	1719	6	0.91
	themselves	Pron	%	48	4	0.88	-	407.4	183	6	0.88
	@	@	theirselves	4	4	0.86	+	0.1	3	5	0.66
	@	@	themselves	44	4	0.86	-	424.6	179	6	0.88
	then	Adv	:	4173	4	0.97	+	980.7	2997	6	0.89
	there	Adv	%	4012	4	0.95	+	2990.4	2130	6	0.90
	@	@	there	4011	4	0.95	+	2989.1	2130	6	0.90
	there	Ex	:	3390	4	0.98	-	816.8	4530	6	0.98
	therefore	Adv	:	25	4	0.73	-	955.5	240	6	0.84
	these	DetP	:	1071	4	0.96	-	222.2	1404	6	0.97
	they	Pron	%	14235	4	0.96	+	1654.4	11341	6	0.94
	@	@	'em	65	4	0.88	+	5.6	53	6	0.68
	@	@	them	3737	4	0.93	+	834.9	2707	6	0.94
	@	@	they	10434	4	0.96	+	911.1	8581	6	0.93
	thing	NoC	%	2053	4	0.99	-	111.8	2368	6	0.94
	@	@	thing	1248	4	0.96	+	76.8	1060	6	0.94
	@	@	things	805	4	0.97	-	594.7	1308	6	0.94
	think	Verb	%	5377	4	0.98	+	137.7	4848	6	0.97
	@	@	think	3732	4	0.98	-	108.2	4145	6	0.96
	@	@	thinking	202	4	0.96	+	22.0	162	6	0.91
	@	@	thinks	81	4	0.86	+	42.7	49	6	0.85
	@	@	thought	1361	4	0.97	+	2191.3	492	6	0.94
	third	Ord	:	71	4	0.92	-	218.1	174	6	0.88
	thirty	Num	%	448	4	0.93	-	99.6	593	6	0.91
	@	@	thirties	5	4	0.84	-	56.0	21	6	0.81
	@	@	thirty	444	4	0.93	-	80.0	572	6	0.90
	this	DetP	:	4734	4	0.96	-	1025.4	6237	6	0.96
	those	DetP	:	848	4	0.96	-	485.1	1307	6	0.92
	though	Adv	:	709	4	0.96	+	1526.4	205	6	0.92
	thousand	NoC	%	318	4	0.78	-	759.7	713	6	0.84
	@	@	thousand	302	4	0.78	-	678.3	663	6	0.82
	@	@	thousands	17	4	0.72	-	87.5	51	6	0.81
	three	Num	%	1516	4	0.94	-	200.2	1885	6	0.95
	@	@	three	1499	4	0.94	-	206.5	1873	6	0.95
	@	@	threes	17	4	0.41	+	3.0	13	5	0.48
	through	Adv	:	124	4	0.91	-	46.9	177	6	0.93
	through	Prep	:	433	4	0.98	-	399.8	739	6	0.98
	throw	Verb	%	155	4	0.90	+	115.4	82	6	0.90
	@	@	threw	22	4	0.87	+	26.8	10	6	0.78
	@	@	throw	84	4	0.91	+	100.4	36	6	0.86
	@	@	throwing	18	4	0.89	+	2.6	14	6	0.77
	@	@	thrown	25	4	0.82	+	3.8	19	6	0.93
	@	@	throws	6	4	0.75	+	3.0	4	6	0.81
	Thursday	NoP	%	150	4	0.94	+	253.5	52	6	0.89
	@	@	Thursday	142	4	0.93	+	228.0	52	6	0.89
	@	@	Thursdays	7	4	0.65	+	35.1	1	3	0.50
	till	Prep	:	183	4	0.91	+	209.1	81	6	0.75
	time	NoC	%	1950	4	0.99	-	79.9	2207	6	0.93
	@	@	time	1712	4	0.99	-	44.9	1892	6	0.94
	@	@	times	238	4	0.94	-	54.7	316	6	0.88
	to	Inf	%	14353	4	0.99	-	2223.2	18162	6	0.98
	@	@	~na*	2372	4	0.92	+	5035.0	695	6	0.82
	@	@	~ta*	628	4	0.94	+	1979.9	120	6	0.83
	@	@	to	11353	4	0.98	-	6231.1	17347	6	0.98
	to	Prep	:	5575	4	0.98	-	1980.5	7890	6	0.97
	today	Adv	:	575	4	0.95	+	72.3	454	6	0.92
	together	Adv	:	181	4	0.94	-	186.1	317	6	0.97
	tomorrow	Adv	:	407	4	0.93	+	900.6	115	6	0.85
	tonight	Adv	:	275	4	0.93	+	372.0	111	6	0.70
	too	Adv	:	764	4	0.96	+	201.2	537	6	0.95
	top	NoC	%	268	4	0.97	+	143.3	159	6	0.86
	@	@	top	258	4	0.97	+	134.2	154	6	0.87
	@	@	tops	10	4	0.77	+	9.9	5	6	0.79
	towards	Prep	:	58	4	0.91	-	272.0	168	6	0.90
	town	NoC	%	130	4	0.90	-	75.2	200	6	0.79
	@	@	town	127	4	0.90	-	47.1	181	6	0.77
	@	@	towns	3	4	0.64	-	66.3	19	6	0.78
	trade	NoC	%	19	4	0.85	-	872.9	208	6	0.75
	@	@	trade	18	4	0.85	-	793.3	192	6	0.74
	@	@	trades	0	2	0.42	-	83.2	15	6	0.52
	traffic	NoC	%	54	4	0.81	-	245.2	155	6	0.68
	@	@	traffic	54	4	0.81	-	245.4	155	6	0.68
	training	NoC	%	27	4	0.89	-	942.5	244	6	0.83
	@	@	training	27	4	0.90	-	949.5	244	6	0.83
	trouble	NoC	%	178	4	0.93	+	63.6	118	6	0.88
	@	@	trouble	176	4	0.94	+	72.4	112	6	0.88
	@	@	troubles	3	2	0.42	-	5.7	6	6	0.79
	true	Adj	%	173	4	0.96	-	0.7	180	6	0.91
	@	@	true	173	4	0.96	-	0.6	180	6	0.91
	try	Verb	%	782	4	0.98	-	15.0	852	6	0.96
	@	@	tried	117	4	0.97	+	7.4	99	6	0.94
	@	@	tries	8	4	0.75	-	3.9	12	6	0.84
	@	@	try	378	4	0.98	-	5.8	408	6	0.95
	@	@	trying	279	4	0.93	-	23.5	332	6	0.93
	Tuesday	NoP	%	127	4	0.93	+	131.4	59	6	0.84
	@	@	Tuesday	122	4	0.93	+	123.0	57	6	0.84
	@	@	Tuesdays	5	4	0.82	+	8.9	2	5	0.66
	turn	Verb	%	445	4	0.96	+	150.1	298	6	0.95
	@	@	turn	264	4	0.94	+	156.5	152	6	0.92
	@	@	turned	121	4	0.94	+	33.0	85	6	0.91
	@	@	turning	33	4	0.92	-	0.0	34	6	0.90
	@	@	turns	26	4	0.92	-	0.1	27	6	0.90
	twelve	Num	%	275	4	0.91	-	0.6	283	6	0.89
	@	@	twelve	275	4	0.91	-	0.4	281	6	0.89
	@	@	twelves	1	2	0.36	-	2.9	2	5	0.55
	twenty	Num	%	888	4	0.96	-	18.7	971	6	0.87
	@	@	twenties	10	4	0.84	-	3.8	14	6	0.75
	@	@	twenty	878	4	0.96	-	17.0	957	6	0.86
	two	Num	%	2478	4	0.94	-	158.8	2892	6	0.95
	@	@	two	2465	4	0.95	-	159.2	2878	6	0.95
	@	@	twos	14	4	0.73	-	0.1	14	6	0.56
	type	NoC	%	88	4	0.94	-	219.4	200	6	0.92
	@	@	type	74	4	0.92	-	119.6	147	6	0.94
	@	@	types	14	4	0.75	-	119.8	53	6	0.82
	U / u	Lett	%	58	4	0.75	-	359.6	191	6	0.90
	@	@	u	56	4	0.73	-	359.3	186	6	0.90
	@	@	u.	3	4	0.73	-	3.0	5	5	0.39
	under	Prep	:	169	4	0.91	-	133.7	279	6	0.92
	understand	Verb	%	134	4	0.93	-	335.4	305	6	0.91
	@	@	understand	124	4	0.92	-	231.3	256	6	0.92
	@	@	understanding	1	4	0.80	-	43.4	11	6	0.78
	@	@	understands	3	4	0.81	-	0.6	4	6	0.68
	@	@	understood	6	4	0.92	-	102.9	34	6	0.86
	union	NoC	%	18	4	0.68	-	1284.7	275	6	0.72
	@	@	union	15	4	0.67	-	984.9	216	6	0.72
	@	@	unions	3	3	0.66	-	301.9	59	6	0.74
	university	NoC	%	30	4	0.91	-	302.2	126	6	0.34
	@	@	universities	2	3	0.54	-	79.7	19	6	0.33
	@	@	university	28	4	0.93	-	231.7	106	6	0.35
	unless	Conj	:	126	4	0.93	+	1.0	119	6	0.94
	until	Conj	:	116	4	0.97	-	22.0	151	6	0.96
	up	Adv	:	3765	4	0.99	+	1836.0	2293	6	0.93
	up	Prep	:	214	4	0.94	+	184.8	108	6	0.89
	up to	Prep	:	271	4	0.94	+	56.9	199	6	0.93
	upon	Prep	:	17	4	0.85	-	438.6	124	6	0.81
	upstairs	Adv	:	129	4	0.92	+	499.8	18	6	0.78
	use	NoC	%	43	4	0.91	-	303.9	150	6	0.91
	@	@	use	41	4	0.92	-	270.0	138	6	0.92
	@	@	uses	2	3	0.54	-	36.6	12	6	0.74
	use	Verb	%	622	4	0.96	-	482.4	1021	6	0.91
	@	@	use	393	4	0.96	-	61.9	498	6	0.89
	@	@	used	126	4	0.93	-	329.2	292	6	0.91
	@	@	uses	21	4	0.84	-	0.3	23	6	0.83
	@	@	using	82	4	0.87	-	277.6	208	6	0.89
	used (to)	VMod	:	607	4	0.95	-	178.6	835	6	0.61
	usually	Adv	:	166	4	0.95	+	21.7	130	6	0.84
	value	NoC	%	26	4	0.87	-	347.2	126	6	0.91
	@	@	value	25	4	0.84	-	240.8	101	6	0.92
	@	@	values	1	2	0.40	-	126.1	25	6	0.82
	various	Adj	:	18	4	0.81	-	611.2	158	6	0.91
	very	Adv	:	1533	4	0.95	-	2227.4	2947	6	0.93
	view	NoC	%	29	4	0.91	-	1451.9	338	6	0.81
	@	@	view	24	4	0.96	-	1126.5	269	6	0.81
	@	@	views	4	3	0.59	-	327.8	69	6	0.80
	wait	Verb	%	388	4	0.99	+	511.9	158	6	0.98
	@	@	wait	272	4	0.98	+	468.2	94	6	0.98
	@	@	waited	9	4	0.74	+	0.8	7	6	0.86
	@	@	waiting	105	4	0.97	+	75.2	56	6	0.93
	@	@	waits	3	4	0.53	+	3.0	1	3	0.40
	walk	Verb	%	406	4	0.92	+	552.7	163	6	0.84
	@	@	walk	184	4	0.91	+	219.1	80	6	0.80
	@	@	walked	93	4	0.88	+	177.7	30	6	0.86
	@	@	walking	109	4	0.90	+	117.1	50	6	0.84
	@	@	walks	20	4	0.78	+	59.4	4	6	0.90
	wall	NoC	%	147	4	0.89	+	166.3	65	6	0.93
	@	@	wall	121	4	0.89	+	149.3	51	6	0.88
	@	@	walls	26	4	0.88	+	19.1	14	6	0.85
	want	Verb	%	3574	4	0.96	+	2864.0	1846	6	0.96
	@	@	wan~	473	4	0.88	+	1846.3	65	6	0.75
	@	@	want	2420	4	0.93	+	1623.0	1335	6	0.95
	@	@	wanted	360	4	0.96	+	46.0	283	6	0.95
	@	@	wanting	31	4	0.87	+	0.0	31	6	0.93
	@	@	wants	291	4	0.98	+	309.3	133	6	0.88
	war	NoC	%	49	4	0.89	-	815.1	271	6	0.79
	@	@	war	45	4	0.89	-	781.7	256	6	0.79
	@	@	wars	4	3	0.51	-	34.8	15	6	0.67
	wash	Verb	%	145	4	0.86	+	445.2	29	6	0.70
	@	@	wash	78	4	0.85	+	251.4	14	6	0.66
	@	@	washed	37	4	0.81	+	103.1	8	6	0.74
	@	@	washes	3	4	0.57	+	5.2	1	3	0.52
	@	@	washing	28	4	0.91	+	87.1	5	5	0.63
	watch	Verb	%	438	4	0.93	+	1101.9	109	6	0.88
	@	@	watch	275	4	0.90	+	770.4	61	6	0.85
	@	@	watched	56	4	0.89	+	148.4	13	6	0.85
	@	@	watches	4	4	0.73	+	9.3	1	5	0.74
	@	@	watching	103	4	0.92	+	188.7	34	6	0.89
	water	NoC	%	272	4	0.91	-	4.4	294	6	0.73
	@	@	water	271	4	0.91	-	1.3	283	6	0.73
	@	@	waters	1	3	0.59	-	50.0	12	6	0.65
	way	NoC	%	1122	4	0.98	-	297.4	1519	6	0.96
	@	@	way	1081	4	0.98	-	166.9	1368	6	0.97
	@	@	ways	41	4	0.86	-	328.1	151	6	0.83
	we	Pron	%	8667	4	0.96	-	5148.3	13449	6	0.96
	@	@	us	798	4	0.99	-	472.8	1237	6	0.95
	@	@	we	7869	4	0.95	-	4675.5	12212	6	0.96
	wear	Verb	%	255	4	0.93	+	534.0	75	6	0.85
	@	@	wear	144	4	0.92	+	399.1	33	6	0.82
	@	@	wearing	59	4	0.85	+	93.4	22	6	0.88
	@	@	wears	18	4	0.89	+	80.9	2	4	0.66
	@	@	wore	16	4	0.86	+	5.9	10	6	0.71
	@	@	worn	17	4	0.85	+	13.3	9	6	0.80
	Wednesday	NoP	%	149	4	0.93	+	182.1	63	6	0.82
	@	@	Wednesday	143	4	0.93	+	173.5	61	6	0.82
	@	@	Wednesdays	6	4	0.75	+	8.8	2	5	0.72
	week	NoC	%	993	4	0.95	+	225.7	717	6	0.93
	@	@	week	774	4	0.94	+	227.0	533	6	0.93
	@	@	weeks	219	4	0.98	+	14.7	184	6	0.91
