	Word	PoS		FrIm	Ra	DiIm		LL    	FrIn	Ra	DiIn
	necessary	Adj	:	70	19	0.95	-	2310.7	226	71	0.95
	need	NoC	%	135	19	0.93	-	2179.3	324	71	0.96
	@	@	need	117	19	0.94	-	504.9	192	71	0.96
	@	@	needs	17	19	0.91	-	2528.3	132	71	0.93
	need	Verb	%	568	19	0.97	-	22.4	598	71	0.97
	@	@	need	316	19	0.97	+	2.3	309	71	0.96
	@	@	needed	190	19	0.97	+	28.7	171	71	0.97
	@	@	needing	12	19	0.91	+	7.9	10	71	0.94
	@	@	needs	50	19	0.96	-	599.0	108	71	0.96
	never	Adv	:	1158	19	0.98	+	13409.8	383	71	0.95
	new	Adj	%	467	19	0.96	-	13261.1	1411	71	0.97
	@	@	new	463	19	0.96	-	13187.3	1400	71	0.97
	@	@	newer	2	15	0.72	-	60.0	6	69	0.93
	@	@	newest	2	16	0.82	-	19.8	4	66	0.90
	next	Ord	:	397	19	0.97	-	14.0	416	71	0.94
	nice	Adj	%	211	19	0.94	+	4035.9	45	71	0.92
	@	@	nice	202	19	0.94	+	3972.0	41	71	0.92
	@	@	nicer	6	19	0.88	+	88.2	2	44	0.84
	@	@	nicest	3	18	0.86	+	11.7	1	36	0.78
	night	NoC	%	733	19	0.97	+	6376.3	290	71	0.90
	@	@	night	685	19	0.97	+	6119.6	268	71	0.89
	@	@	nights	47	19	0.94	+	279.7	23	70	0.91
	no	Det	:	1775	19	0.99	+	2584.7	1267	71	0.98
	no	Int	%	864	19	0.97	+	30342.0	66	71	0.95
	@	@	no	864	19	0.97	+	30344.4	66	71	0.95
	no one*	Pron	:	196	19	0.96	+	2741.7	56	71	0.94
	nod	Verb	%	299	19	0.96	+	14388.6	7	61	0.89
	@	@	nod	8	19	0.87	+	231.4	1	36	0.83
	@	@	nodded	265	19	0.95	+	13559.4	3	53	0.86
	@	@	nodding	22	19	0.94	+	797.4	1	44	0.83
	@	@	nods	4	13	0.70	+	127.0	1	21	0.79
	north	NoC	:	81	19	0.91	-	1301.4	194	71	0.95
	not	Neg	%	12309	19	0.98	+	84161.5	5527	71	0.98
	@	@	~n~*	15	19	0.56	+	564.9	1	21	0.68
	@	@	~n't	7183	19	0.97	+	184002.4	1036	71	0.92
	@	@	not	5111	19	0.98	+	1190.4	4490	71	0.97
	nothing	Pron	:	825	19	0.98	+	13444.4	206	71	0.96
	notice	Verb	%	234	19	0.97	+	3735.4	60	71	0.94
	@	@	notice	61	19	0.96	+	415.8	28	71	0.93
	@	@	noticed	154	19	0.97	+	3412.2	27	70	0.94
	@	@	notices	3	16	0.67	+	5.9	2	61	0.90
	@	@	noticing	16	19	0.91	+	362.5	3	58	0.90
	now	Adv	:	1998	19	0.98	+	10471.8	1007	71	0.96
	number	NoC	%	185	19	0.96	-	8601.5	710	71	0.96
	@	@	number	156	19	0.96	-	6717.7	574	71	0.97
	@	@	numbers	30	19	0.92	-	1904.3	135	71	0.95
	occur	Verb	%	64	19	0.95	-	1922.5	198	71	0.93
	@	@	occur	12	19	0.92	-	1249.2	73	71	0.93
	@	@	occurred	46	19	0.94	-	69.3	63	71	0.92
	@	@	occurring	1	12	0.73	-	387.1	17	69	0.92
	@	@	occurs	4	17	0.82	-	1024.7	45	70	0.93
	of*	Prep	:	18997	19	0.98	-	122912.6	34244	71	0.98
	of course	Adv	%	562	19	0.96	+	5349.8	211	71	0.96
	@	@	of course	562	19	0.96	+	5347.0	211	71	0.96
	off	Adv	:	850	19	0.97	+	7200.3	342	71	0.94
	off	Prep	:	323	19	0.97	+	1593.8	167	71	0.94
	offer	Verb	%	180	19	0.97	-	1507.0	348	71	0.96
	@	@	offer	51	19	0.96	-	772.2	119	71	0.95
	@	@	offered	98	19	0.96	-	46.2	116	71	0.97
	@	@	offering	27	19	0.93	-	187.9	50	71	0.94
	@	@	offers	4	17	0.82	-	1532.1	62	71	0.93
	office	NoC	%	268	19	0.93	-	155.6	325	71	0.95
	@	@	office	249	19	0.93	-	29.7	272	71	0.95
	@	@	offices	19	19	0.90	-	433.9	53	71	0.94
	officer	NoC	%	114	19	0.88	-	660.2	200	71	0.94
	@	@	officer	76	19	0.88	-	86.1	98	71	0.94
	@	@	officers	39	19	0.85	-	787.5	102	71	0.92
	often	Adv	:	187	19	0.94	-	3131.9	455	71	0.95
	oh	Int	:	730	19	0.96	+	29725.2	36	70	0.91
	old	Adj	%	982	19	0.96	+	3468.3	568	71	0.94
	@	@	old	879	19	0.96	+	4199.3	459	71	0.93
	@	@	older	91	19	0.96	-	0.5	93	71	0.89
	@	@	oldest	12	19	0.86	-	17.0	16	71	0.94
	on	Adv	:	1192	19	0.97	+	9927.6	484	71	0.96
	on	Prep	:	5802	19	0.99	-	2140.8	6768	71	0.96
	once	Adv	:	285	19	0.97	+	951.2	167	71	0.96
	one	Num	:	1838	19	0.99	-	0.0	1839	71	0.98
	one	Pron	:	916	19	0.98	+	617.4	732	71	0.97
	only	Adj	:	263	19	0.98	+	109.3	220	71	0.98
	only	Adv	:	1294	19	0.98	-	15.3	1331	71	0.98
	open	Adj	:	301	19	0.97	+	531.1	207	71	0.93
	open	Verb	%	450	19	0.97	+	3438.2	191	71	0.96
	@	@	open	115	19	0.97	+	420.0	66	71	0.96
	@	@	opened	285	19	0.96	+	3966.9	82	71	0.95
	@	@	opening	41	19	0.96	+	129.1	24	71	0.95
	@	@	opens	10	19	0.81	-	87.6	20	71	0.92
	operation	NoC	%	42	19	0.90	-	3069.6	206	71	0.94
	@	@	operation	30	19	0.90	-	1662.8	126	71	0.94
	@	@	operations	12	19	0.81	-	1442.5	80	71	0.92
	opportunity	NoC	%	60	19	0.95	-	1983.5	195	71	0.95
	@	@	opportunities	7	19	0.90	-	1643.7	76	71	0.94
	@	@	opportunity	53	19	0.94	-	711.5	119	71	0.95
	or	Conj	:	2246	19	0.97	-	15730.2	4135	71	0.96
	order	NoC	%	129	19	0.94	-	1856.3	297	71	0.90
	@	@	order	82	19	0.92	-	2168.1	240	71	0.89
	@	@	orders	47	19	0.92	-	27.8	57	71	0.93
	other	Adj	:	838	19	0.98	-	4850.0	1468	71	0.98
	other	NoC	%	319	19	0.96	-	297.9	406	71	0.97
	@	@	other	108	19	0.96	+	106.3	82	71	0.96
	@	@	others	211	19	0.95	-	672.8	324	71	0.97
	our	Det	:	669	19	0.96	-	1651.5	978	71	0.95
	out	Adv	:	2374	19	0.98	+	11998.6	1214	71	0.97
	out of	Prep	:	931	19	0.98	+	7834.0	376	71	0.96
	over	Adv	:	715	19	0.98	+	488.5	570	71	0.85
	over	Prep	:	864	19	0.99	+	343.0	729	71	0.98
	own	DetP	%	845	19	0.97	+	446.1	693	71	0.97
	p	NoC	%	2	11	0.71	-	6560.5	206#	68#	0.82#
	@	@	p	2	8	0.68	-	20.1	3	44	0.83
	@	@	p.	1	3	0.28	-	6528.8	203	64	0.66
	@	@	ps	0	1	0.00	-	4.7	0	5	0.43
	paper	NoC	%	240	19	0.95	+	6.8	229	71	0.95
	@	@	paper	163	19	0.94	-	2.0	167	71	0.95
	@	@	papers	77	19	0.94	+	49.4	62	71	0.90
	parent	NoC	%	133	19	0.92	-	686.7	227	71	0.92
	@	@	parent	9	19	0.89	-	723.5	46	71	0.91
	@	@	parents	125	19	0.92	-	293.9	181	71	0.91
	part	NoC	%	319	19	0.97	-	4268.9	716	71	0.98
	@	@	part	281	19	0.96	-	2795.6	572	71	0.98
	@	@	parts	38	19	0.95	-	1719.6	144	71	0.96
	particular	Adj	:	58	19	0.94	-	3804.0	268	71	0.94
	particularly	Adv	:	81	19	0.94	-	2745.4	266	71	0.97
	party	NoC	%	196	19	0.92	-	6935.6	655	71	0.87
	@	@	parties	28	19	0.90	-	2790.5	166	71	0.86
	@	@	party	168	19	0.91	-	4391.4	489	71	0.87
	pass	Verb	%	296	19	0.97	+	700.2	191	71	0.97
	@	@	pass	67	19	0.96	+	41.8	54	71	0.96
	@	@	passed	182	19	0.96	+	870.2	95	71	0.96
	@	@	passes	8	19	0.89	-	70.6	16	71	0.93
	@	@	passing	38	19	0.94	+	78.5	25	71	0.95
	patient	NoC	%	55	19	0.80	-	5233.6	318	71	0.71
	@	@	patient	33	19	0.77	-	636.8	85	71	0.79
	@	@	patients	22	19	0.81	-	5067.6	232	71	0.65
	pattern	NoC	%	48	19	0.93	-	2363.7	190	71	0.91
	@	@	pattern	34	19	0.93	-	1206.9	114	71	0.91
	@	@	patterns	14	19	0.90	-	1197.5	76	70	0.90
	pay	Verb	%	235	19	0.97	-	1070.0	389	71	0.95
	@	@	paid	91	19	0.96	-	470.3	155	71	0.94
	@	@	pay	106	19	0.97	-	464.6	174	71	0.94
	@	@	payed	0	1	0.00	-	1.3	0	10	0.69
	@	@	paying	32	19	0.93	-	45.7	43	71	0.94
	@	@	pays	6	19	0.91	-	141.6	17	70	0.94
	people	NoC	%	828	19	0.94	-	2420.2	1248	71	0.96
	@	@	people	825	19	0.94	-	2259.0	1229	71	0.96
	@	@	peoples	3	17	0.85	-	351.8	19	70	0.88
	per cent	NoC	%	23	19	0.86	-	13841.2	523	71	0.89
	@	@	per cent	23	19	0.86	-	13757.6	521	71	0.89
	@	@	per cent.	0	0	0.00	-	87.9	3	9	0.41
	performance	NoC	%	35	19	0.91	-	3049.5	191	71	0.94
	@	@	performance	31	19	0.91	-	2694.2	169	71	0.94
	@	@	performances	4	19	0.84	-	358.4	21	71	0.87
	perhaps	Adv	:	561	19	0.96	+	2963.7	282	71	0.96
	period	NoC	%	40	19	0.90	-	7677.2	369	71	0.95
	@	@	period	34	19	0.89	-	6604.5	316	71	0.95
	@	@	periods	6	19	0.91	-	1073.2	53	71	0.93
	person	NoC	%	179	19	0.94	-	1156.7	323	71	0.91
	@	@	person	169	19	0.95	-	683.0	272	71	0.92
	@	@	persons	11	19	0.68	-	743.4	52	71	0.87
	personal	Adj	:	79	19	0.93	-	1817.0	218	71	0.94
	pick	Verb	%	296	19	0.97	+	3719.6	92	71	0.94
	@	@	pick	80	19	0.96	+	489.8	38	71	0.94
	@	@	picked	171	19	0.96	+	3428.4	35	71	0.93
	@	@	picking	39	19	0.96	+	394.5	14	70	0.94
	@	@	picks	5	18	0.82	-	0.2	6	67	0.91
	place	NoC	%	639	19	0.97	+	368.5	520	71	0.98
	@	@	place	564	19	0.97	+	599.8	424	71	0.98
	@	@	places	75	19	0.96	-	71.1	96	71	0.96
	plan	NoC	%	112	19	0.94	-	1493.6	251	71	0.93
	@	@	plan	62	19	0.90	-	746.7	134	71	0.92
	@	@	plans	49	19	0.94	-	749.8	116	71	0.93
	plant	NoC	%	39	19	0.82	-	2766.3	188	71	0.91
	@	@	plant	18	19	0.80	-	1479.2	95	71	0.91
	@	@	plants	21	19	0.82	-	1290.9	93	71	0.89
	play	Verb	%	309	19	0.97	-	371.4	405	71	0.93
	@	@	play	110	19	0.96	-	195.7	152	71	0.93
	@	@	played	82	19	0.96	-	261.7	126	71	0.93
	@	@	playing	108	19	0.97	+	13.6	98	71	0.91
	@	@	plays	9	19	0.91	-	291.5	29	70	0.93
	please	Adv	:	218	19	0.95	+	2270.5	78	70	0.89
	point	NoC	%	260	19	0.97	-	2194.0	504	71	0.97
	@	@	point	231	19	0.97	-	870.1	366	71	0.96
	@	@	points	29	19	0.80	-	2000.5	138	71	0.95
	police	NoC	%	210	19	0.89	-	529.5	309	71	0.86
	@	@	police	210	19	0.89	-	529.4	309	71	0.86
	policy	NoC	%	17	19	0.89	-	12015.3	443	71	0.92
	@	@	policies	3	16	0.80	-	3245.8	115	71	0.92
	@	@	policy	14	19	0.89	-	8777.3	329	71	0.92
	political	Adj	:	31	19	0.90	-	9649.3	411	71	0.92
	poor	Adj	%	212	19	0.96	+	204.1	162	71	0.95
	@	@	poor	209	19	0.96	+	373.0	144	71	0.95
	@	@	poorer	2	15	0.80	-	171.4	11	69	0.92
	@	@	poorest	1	13	0.78	-	133.1	7	69	0.89
	population	NoC	%	11	19	0.87	-	4948.3	196	71	0.92
	@	@	population	11	19	0.87	-	4372.0	176	71	0.92
	@	@	populations	0	6	0.58	-	587.4	20	68	0.89
	position	NoC	%	109	19	0.95	-	3053.1	328	71	0.96
	@	@	position	100	19	0.96	-	2293.7	276	71	0.96
	@	@	positions	9	19	0.88	-	853.0	52	71	0.93
	possible	Adj	:	176	19	0.97	-	2665.9	413	71	0.96
	power	NoC	%	147	19	0.93	-	4958.3	481	71	0.95
	@	@	power	129	19	0.93	-	3768.2	394	71	0.95
	@	@	powers	19	19	0.89	-	1244.5	87	71	0.93
	practice	NoC	%	40	19	0.87	-	5191.9	282	71	0.93
	@	@	practice	36	19	0.88	-	3780.1	222	71	0.93
	@	@	practices	4	19	0.71	-	1484.5	61	71	0.90
	president	NoC	%	30	19	0.78	-	4156.6	219	71	0.76
	@	@	president	28	18	0.77	-	4013.8	212	71	0.76
	@	@	presidents	1	13	0.79	-	142.8	8	63	0.78
	price	NoC	%	51	19	0.94	-	6180.8	342	71	0.92
	@	@	price	40	19	0.94	-	3320.7	211	71	0.92
	@	@	prices	11	19	0.88	-	2976.6	131	71	0.92
	private	Adj	:	97	19	0.96	-	1121.3	208	71	0.95
	probably	Adv	:	268	19	0.96	+	94.6	229	71	0.96
	problem	NoC	%	182	19	0.95	-	7658.3	663	71	0.97
	@	@	problem	118	19	0.96	-	2707.2	326	71	0.97
	@	@	problems	64	19	0.94	-	5268.1	337	71	0.97
	process	NoC	%	29	19	0.90	-	8208.9	357	71	0.94
	@	@	process	26	19	0.90	-	6289.1	285	71	0.95
	@	@	processes	3	16	0.83	-	1959.2	73	71	0.90
	produce	Verb	%	68	19	0.93	-	6415.4	390	71	0.96
	@	@	produce	20	19	0.92	-	2601.9	140	71	0.96
	@	@	produced	38	19	0.91	-	2253.8	165	71	0.96
	@	@	produces	3	16	0.78	-	769.6	33	71	0.94
	@	@	producing	8	19	0.92	-	893.6	51	71	0.95
	product	NoC	%	16	19	0.86	-	7244.3	287	71	0.90
	@	@	product	9	19	0.89	-	3541.2	145	71	0.90
	@	@	products	7	19	0.78	-	3711.0	142	71	0.90
	production	NoC	%	20	19	0.77	-	4704.0	214	71	0.94
	@	@	production	17	19	0.79	-	4754.8	207	71	0.94
	@	@	productions	3	10	0.57	-	42.8	7	69	0.89
	programme	NoC	%	29	19	0.90	-	7258.7	327	71	0.93
	@	@	programme	23	19	0.91	-	5230.1	242	71	0.92
	@	@	programmes	6	19	0.84	-	2038.4	85	71	0.94
	project	NoC	%	26	19	0.82	-	5417.9	254	71	0.89
	@	@	project	21	19	0.80	-	3656.8	181	71	0.87
	@	@	projects	5	19	0.78	-	1790.2	73	71	0.92
	property	NoC	%	36	19	0.93	-	3613.1	215	71	0.91
	@	@	properties	4	18	0.83	-	1252.7	54	71	0.93
	@	@	property	32	19	0.93	-	2433.9	161	71	0.88
	provide	Verb	%	68	19	0.90	-	14195.9	667	71	0.96
	@	@	provide	27	19	0.94	-	6435.3	293	71	0.96
	@	@	provided	28	19	0.88	-	2844.3	169	71	0.96
	@	@	provides	4	16	0.64	-	3142.4	114	71	0.94
	@	@	providing	8	19	0.86	-	2012.1	90	71	0.96
	public	Adj	:	62	19	0.91	-	6203.6	369	71	0.96
	pull	Verb	%	375	19	0.98	+	7193.3	79	71	0.93
	@	@	pull	66	19	0.95	+	470.0	29	70	0.91
	@	@	pulled	238	19	0.97	+	6499.0	31	70	0.92
	@	@	pulling	63	19	0.96	+	1111.4	14	71	0.92
	@	@	pulls	8	18	0.77	+	30.3	5	62	0.91
	purpose	NoC	%	59	19	0.92	-	1899.5	188	71	0.92
	@	@	purpose	48	19	0.94	-	721.5	112	71	0.93
	@	@	purposes	11	19	0.82	-	1403.8	76	71	0.90
	push	Verb	%	256	19	0.97	+	3790.6	70	71	0.95
	@	@	push	39	19	0.94	+	78.7	26	71	0.93
	@	@	pushed	162	19	0.97	+	3859.7	26	71	0.95
	@	@	pushes	3	15	0.79	+	3.6	2	60	0.91
	@	@	pushing	53	19	0.96	+	695.4	16	71	0.94
	put	Verb	%	932	19	0.98	+	4711.4	476	71	0.96
	@	@	put	820	19	0.98	+	5068.0	385	71	0.96
	@	@	puts	19	19	0.85	-	70.1	31	70	0.95
	@	@	putted	0	2	0.14	+	0.4	0	10	0.65
	@	@	putting	92	19	0.96	+	212.5	60	71	0.96
	quality	NoC	%	42	19	0.93	-	3892.2	238	71	0.94
	@	@	qualities	10	19	0.90	-	302.7	32	71	0.94
	@	@	quality	32	19	0.91	-	3656.6	206	71	0.94
	question	NoC	%	307	19	0.96	-	357.6	401	71	0.94
	@	@	question	195	19	0.96	-	211.9	252	71	0.94
	@	@	questions	112	19	0.93	-	146.2	149	71	0.94
	quickly	Adv	:	243	19	0.95	+	2048.7	98	71	0.96
	quite	Adv	:	556	19	0.95	+	2897.3	281	71	0.96
	raise	Verb	%	194	19	0.97	-	19.0	211	71	0.97
	@	@	raise	28	19	0.94	-	568.6	73	71	0.95
	@	@	raised	140	19	0.97	+	310.7	92	71	0.96
	@	@	raises	3	15	0.78	-	304.8	18	70	0.93
	@	@	raising	23	19	0.94	-	10.1	28	71	0.96
	range	NoC	%	33	19	0.91	-	5271.4	268	71	0.94
	@	@	range	32	19	0.90	-	5045.1	258	71	0.94
	@	@	ranges	1	8	0.67	-	230.0	10	70	0.91
	rate	NoC	%	35	19	0.94	-	8885.6	397	71	0.92
	@	@	rate	29	19	0.94	-	4920.1	244	71	0.91
	@	@	rates	6	19	0.85	-	4094.2	152	71	0.92
	rather	Adv	:	315	19	0.95	+	1037.8	186	71	0.96
	rather than	Prep	:	45	19	0.95	-	3022.5	211	71	0.96
	reach	Verb	%	371	19	0.97	+	1128.5	224	71	0.98
	@	@	reach	65	19	0.96	-	23.1	75	71	0.97
	@	@	reached	258	19	0.96	+	2159.0	105	71	0.96
	@	@	reaches	7	18	0.82	-	83.0	15	71	0.93
	@	@	reaching	41	19	0.93	+	57.9	30	71	0.96
	read	Verb	%	310	19	0.96	+	70.1	273	71	0.80
	@	@	read	238	19	0.96	+	31.4	216	71	0.75
	@	@	reading	65	19	0.96	+	102.3	46	71	0.93
	@	@	reads	7	19	0.84	-	26.7	11	70	0.94
	real	Adj	%	226	19	0.94	-	13.6	241	71	0.96
	@	@	real	226	19	0.94	-	13.9	241	71	0.96
	realise	Verb	%	199	19	0.86	+	1666.6	80	71	0.95
	@	@	realise	50	19	0.85	+	53.0	37	70	0.93
	@	@	realised	131	19	0.86	+	2058.4	34	71	0.95
	@	@	realises	1	12	0.76	-	22.9	3	62	0.89
	@	@	realising	17	19	0.83	+	174.8	6	68	0.92
	really	Adv	:	660	19	0.97	+	6084.6	253	71	0.94
	reason	NoC	%	234	19	0.96	-	294.4	308	71	0.96
	@	@	reason	188	19	0.96	+	6.8	179	71	0.96
	@	@	reasons	46	19	0.93	-	1124.3	129	71	0.95
	receive	Verb	%	91	19	0.96	-	3339.7	309	71	0.96
	@	@	receive	21	19	0.95	-	1285.7	94	71	0.95
	@	@	received	57	19	0.95	-	1402.8	162	71	0.96
	@	@	receives	2	14	0.79	-	375.4	17	71	0.94
	@	@	receiving	11	19	0.89	-	386.4	36	71	0.94
	recent	Adj	:	29	19	0.93	-	3898.6	210	71	0.96
	record	NoC	%	60	19	0.94	-	3182.3	247	71	0.93
	@	@	record	37	19	0.94	-	2106.0	157	71	0.93
	@	@	records	24	19	0.91	-	1080.0	90	71	0.89
	red	Adj	%	217	19	0.97	+	1322.1	103	71	0.95
	@	@	red	216	19	0.97	+	1302.9	102	71	0.95
	@	@	redder	1	13	0.74	+	20.4	0	19	0.76
	reduce	Verb	%	20	19	0.92	-	5242.4	234	71	0.96
	@	@	reduce	5	19	0.89	-	2451.0	94	71	0.95
	@	@	reduced	13	19	0.90	-	1493.2	85	71	0.96
	@	@	reduces	0	3	0.46	-	476.8	16	71	0.92
	@	@	reducing	2	17	0.84	-	963.9	39	71	0.94
	relation	NoC	%	24	19	0.91	-	3627.5	187	71	0.89
	@	@	relation	6	19	0.87	-	638.0	37	71	0.87
	@	@	relations	18	19	0.91	-	2995.5	150	71	0.87
	relationship	NoC	%	66	19	0.90	-	2717.9	238	71	0.94
	@	@	relationship	58	19	0.90	-	1310.8	159	71	0.95
	@	@	relationships	9	19	0.87	-	1664.7	80	71	0.92
	remain	Verb	%	154	19	0.95	-	1797.0	330	71	0.97
	@	@	remain	40	19	0.93	-	956.4	113	71	0.98
	@	@	remained	92	19	0.94	-	17.0	103	71	0.93
	@	@	remaining	7	19	0.88	-	70.9	14	71	0.96
	@	@	remains	14	19	0.90	-	1841.5	100	71	0.96
	remember	Verb	%	536	19	0.97	+	7154.1	159	70	0.94
	@	@	remember	318	19	0.97	+	3376.3	112	70	0.94
	@	@	remembered	166	19	0.96	+	3632.9	30	70	0.94
	@	@	remembering	46	19	0.94	+	1031.5	8	70	0.93
	@	@	remembers	6	18	0.80	-	28.5	10	70	0.92
	reply	Verb	%	237	19	0.92	+	5315.6	42	71	0.94
	@	@	replied	200	19	0.91	+	5377.7	27	71	0.92
	@	@	replies	2	9	0.66	-	28.2	4	60	0.88
	@	@	reply	30	19	0.95	+	424.2	9	71	0.90
	@	@	replying	5	19	0.88	+	44.3	2	53	0.88
	report	NoC	%	63	19	0.90	-	7039.8	401	71	0.87
	@	@	report	43	19	0.90	-	5630.9	305	71	0.85
	@	@	reports	19	19	0.90	-	1437.3	96	71	0.91
	report	Verb	%	50	19	0.94	-	3580.5	243	71	0.89
	@	@	report	20	19	0.92	-	77.7	32	71	0.94
	@	@	reported	24	19	0.93	-	2595.3	150	71	0.85
	@	@	reporting	4	18	0.87	-	153.4	15	71	0.94
	@	@	reports	2	16	0.78	-	1245.8	47	71	0.67
	represent	Verb	%	22	19	0.91	-	4178.2	203	71	0.95
	@	@	represent	7	19	0.87	-	1165.6	59	71	0.95
	@	@	represented	11	19	0.88	-	1229.2	70	71	0.94
	@	@	representing	2	18	0.83	-	687.9	30	71	0.93
	@	@	represents	2	16	0.79	-	1162.8	44	71	0.95
	require	Verb	%	49	19	0.88	-	7226.6	377	71	0.94
	@	@	require	14	19	0.87	-	1572.8	90	71	0.94
	@	@	required	29	19	0.89	-	3367.3	191	71	0.94
	@	@	requires	3	17	0.77	-	1872.3	72	71	0.93
	@	@	requiring	2	16	0.75	-	532.7	24	71	0.93
	research	NoC	%	22	19	0.88	-	8513.3	348	71	0.83
	@	@	research	21	19	0.88	-	8587.4	346	71	0.83
	@	@	researches	2	12	0.71	-	7.6	3	56	0.87
	rest	NoC	%	204	19	0.98	+	533.4	128	71	0.97
	@	@	rest	203	19	0.98	+	552.5	127	71	0.97
	@	@	rests	1	11	0.75	-	11.0	2	52	0.86
	result	NoC	%	55	19	0.94	-	8583.9	438	71	0.96
	@	@	result	34	19	0.94	-	4484.2	243	71	0.97
	@	@	results	20	19	0.89	-	4122.2	195	71	0.92
	return	Verb	%	327	19	0.95	+	565.0	226	71	0.97
	@	@	return	86	19	0.95	+	0.5	84	71	0.96
	@	@	returned	191	19	0.95	+	1065.7	94	71	0.95
	@	@	returning	46	19	0.95	+	54.0	34	71	0.95
	@	@	returns	5	18	0.83	-	130.6	15	71	0.93
	right	Adj	%	438	19	0.97	+	1929.5	235	71	0.83
	@	@	right	438	19	0.97	+	1931.1	235	71	0.83
	right	Adv	:	264	19	0.96	+	2696.5	95	71	0.93
	right	NoC	%	148	19	0.97	-	2553.5	364	71	0.93
	@	@	right	128	19	0.97	-	386.8	194	71	0.94
	@	@	rights	20	19	0.93	-	3416.5	170	71	0.91
	rise	Verb	%	217	19	0.97	+	299.1	156	71	0.92
	@	@	rise	31	19	0.94	-	25.8	38	71	0.92
	@	@	risen	13	19	0.93	-	38.1	20	71	0.93
	@	@	rises	3	14	0.75	-	117.2	11	71	0.93
	@	@	rising	49	19	0.96	+	53.7	36	71	0.95
	@	@	rose	122	19	0.96	+	956.7	51	71	0.84
	road	NoC	%	323	19	0.96	+	22.9	301	71	0.91
	@	@	road	295	19	0.95	+	70.7	259	71	0.90
	@	@	roads	28	19	0.92	-	83.9	42	71	0.91
	role	NoC	%	33	19	0.92	-	5514.8	275	71	0.95
	@	@	role	28	19	0.92	-	4830.0	239	71	0.95
	@	@	roles	5	19	0.87	-	686.5	36	71	0.93
	room	NoC	%	916	19	0.97	+	14451.7	236	71	0.92
	@	@	room	843	19	0.97	+	15858.8	182	71	0.93
	@	@	rooms	74	19	0.93	+	87.8	54	71	0.88
	round	Adv	:	296	19	0.95	+	6174.7	57	71	0.94
	round	Prep	:	270	19	0.95	+	5261.7	56	71	0.95
	royal	Adj	:	49	19	0.91	-	2289.3	189	71	0.92
	rule	NoC	%	51	19	0.93	-	3402.9	237	71	0.91
	@	@	rule	23	19	0.92	-	1438.1	103	71	0.90
	@	@	rules	28	19	0.91	-	1965.7	134	71	0.91
	run	Verb	%	590	19	0.97	+	1639.8	365	71	0.94
	@	@	ran	239	19	0.95	+	4207.2	55	71	0.94
	@	@	run	187	19	0.96	+	23.5	170	71	0.94
	@	@	runnin'	1	8	0.59	+	32.4	0	4	0.51
	@	@	running	144	19	0.96	+	345.4	93	71	0.93
	@	@	runs	19	19	0.92	-	328.0	47	70	0.93
	same	DetP	:	471	19	0.98	-	783.4	647	71	0.97
	say	Verb	%	6829	19	0.97	+	90759.9	2038	71	0.91
	@	@	said	5387	19	0.96	+	102711.8	1145	71	0.88
	@	@	say	937	19	0.98	+	7018.6	402	71	0.94
	@	@	sayin'	2	11	0.61	+	101.6	0	4	0.50
	@	@	saying	248	19	0.95	+	1896.4	105	71	0.95
	@	@	says	255	19	0.82	-	738.6	384	71	0.85
	scheme	NoC	%	19	19	0.90	-	4905.7	218	71	0.93
	@	@	scheme	15	19	0.89	-	3283.4	152	71	0.93
	@	@	schemes	4	19	0.80	-	1639.0	65	71	0.93
	school	NoC	%	253	19	0.90	-	3902.1	598	71	0.92
	@	@	school	241	19	0.90	-	1135.6	401	71	0.93
	@	@	schools	13	19	0.87	-	4812.0	196	71	0.90
	second	Ord	:	169	19	0.95	-	3089.3	426	71	0.97
	secretary	NoC	%	56	19	0.92	-	2221.4	198	71	0.85
	@	@	secretaries	5	18	0.85	-	46.9	9	69	0.91
	@	@	secretary	52	19	0.91	-	2194.1	189	71	0.85
	section	NoC	%	46	19	0.68	-	5256.5	299	71	0.87
	@	@	section	39	19	0.64	-	4036.2	238	71	0.85
	@	@	sections	7	19	0.85	-	1236.1	61	71	0.93
	security	NoC	%	53	19	0.90	-	2417.9	200	71	0.88
	@	@	securities	0	6	0.59	-	788.4	27	58	0.82
	@	@	security	52	19	0.90	-	1829.4	174	71	0.88
	see	Verb	%	2927	19	0.98	+	15265.3	1478	71	0.94
	@	@	saw	683	19	0.97	+	11896.1	160	71	0.96
	@	@	see	1628	19	0.98	+	7083.9	879	71	0.90
	@	@	seeing	126	19	0.96	+	1316.0	45	71	0.96
	@	@	seen	465	19	0.97	+	460.4	354	71	0.97
	@	@	sees	25	19	0.90	-	105.0	41	71	0.94
	seek	Verb	%	73	19	0.94	-	1834.7	210	71	0.95
	@	@	seek	24	19	0.90	-	579.1	67	71	0.94
	@	@	seeking	20	19	0.91	-	477.9	57	71	0.96
	@	@	seeks	2	13	0.76	-	408.8	20	71	0.91
	@	@	sought	27	19	0.93	-	456.1	66	71	0.92
	seem	Verb	%	1069	19	0.97	+	5502.1	543	71	0.96
	@	@	seem	185	19	0.97	+	19.0	169	70	0.96
	@	@	seemed	736	19	0.97	+	15858.8	135	71	0.94
	@	@	seeming	14	19	0.88	+	364.1	2	63	0.91
	@	@	seems	134	19	0.95	-	784.0	236	71	0.96
	sell	Verb	%	112	19	0.94	-	1245.6	237	71	0.94
	@	@	sell	47	19	0.93	-	219.1	78	71	0.93
